axis1,axis2,axis3,axis4,axis5
221.2775,311.7193,312.4887,237.2009,253.4429
221.1681,311.493,312.1422,240.425,258.3427
221.1681,311.493,312.1422,240.425,258.3427
221.1681,311.493,312.1422,240.425,258.3427
220.8194,311.0604,311.6533,243.9234,264.6395
220.8194,311.0604,311.6533,243.9234,264.6395
220.8194,311.0604,311.6533,243.9234,264.6395
220.2578,310.4815,311.1526,248.2411,272.8598
220.2578,310.4815,311.1526,248.2411,272.8598
220.2578,310.4815,311.1526,248.2411,272.8598
219.5559,309.8028,310.6361,253.5265,282.9321
219.5559,309.8028,310.6361,253.5265,282.9321
219.5559,309.8028,310.6361,253.5265,282.9321
218.7772,309.0533,310.0763,259.5195,293.9485
218.7772,309.0533,310.0763,259.5195,293.9485
218.7772,309.0533,310.0763,259.5195,293.9485
218.4769,308.5963,309.477,266.1249,304.702
218.4769,308.5963,309.477,266.1249,304.702
218.4769,308.5963,309.477,266.1249,304.702
218.2509,308.2559,308.8249,272.6416,313.6378
218.2509,308.2559,308.8249,272.6416,313.6378
218.0498,307.9786,308.2294,278.8195,320.6809
218.0498,307.9786,308.2294,278.8195,320.6809
217.8445,307.7301,307.7172,284.5904,326.2317
217.6244,307.493,307.2925,290.022,330.761
217.6244,307.493,307.2925,290.022,330.761
217.2493,307.2049,307.0563,289.1099,329.0358
217.2493,307.2049,307.0563,289.1099,329.0358
217.2493,307.2049,307.0563,289.1099,329.0358
216.9805,306.9777,307.0457,288.5916,327.765
216.9805,306.9777,307.0457,288.5916,327.765
216.7645,306.7885,307.0311,287.8331,326.3353
216.7645,306.7885,307.0311,287.8331,326.3353
216.7645,306.7885,307.0311,287.8331,326.3353
216.5916,306.6272,306.9632,286.6202,324.5092
216.5916,306.6272,306.9632,286.6202,324.5092
216.5916,306.6272,306.9632,286.6202,324.5092
216.446,306.4816,306.8358,285.0417,322.3484
216.446,306.4816,306.8358,285.0417,322.3484
216.446,306.4816,306.8358,285.0417,322.3484
216.0093,306.1107,306.698,289.9623,325.7371
215.3837,305.5264,306.3586,294.1594,328.6846
215.3837,305.5264,306.3586,294.1594,328.6846
214.6079,304.7735,305.9753,298.6159,331.9244
214.6079,304.7735,305.9753,298.6159,331.9244
214.6079,304.7735,305.9753,298.6159,331.9244
213.6973,303.8921,305.6277,303.716,335.6891
213.6973,303.8921,305.6277,303.716,335.6891
213.6973,303.8921,305.6277,303.716,335.6891
212.6985,302.9316,305.3306,309.3741,339.8706
212.6985,302.9316,305.3306,309.3741,339.8706
212.4079,302.5042,304.882,308.4148,338.9085
212.4079,302.5042,304.882,308.4148,338.9085
212.4079,302.5042,304.882,308.4148,338.9085
212.4599,302.476,304.452,307.4695,337.1548
212.4599,302.476,304.452,307.4695,337.1548
212.4599,302.476,304.452,307.4695,337.1548
212.4599,302.476,304.452,307.4695,337.1548
212.8163,302.7729,303.9328,305.8616,334.3257
212.8163,302.7729,303.9328,305.8616,334.3257
212.8163,302.7729,303.9328,305.8616,334.3257
213.3951,303.294,303.3013,303.2672,330.3859
214.0907,303.9372,302.638,299.6144,325.4944
214.0907,303.9372,302.638,299.6144,325.4944
214.0907,303.9372,302.638,299.6144,325.4944
214.0907,303.9372,302.638,299.6144,325.4944
214.6841,304.5134,301.8819,305.4938,326.6163
214.6841,304.5134,301.8819,305.4938,326.6163
214.6841,304.5134,301.8819,305.4938,326.6163
215.2143,304.9792,300.9136,310.0394,326.9407
215.2143,304.9792,300.9136,310.0394,326.9407
215.2143,304.9792,300.9136,310.0394,326.9407
215.5815,305.2865,300.1152,314.013,327.078
215.5815,305.2865,300.1152,314.013,327.078
215.5815,305.2865,300.1152,314.013,327.078
215.5815,305.2865,300.1152,314.013,327.078
215.7447,305.4195,299.6956,317.8289,327.2145
215.7447,305.4195,299.6956,317.8289,327.2145
215.7447,305.4195,299.6956,317.8289,327.2145
215.7298,305.4006,299.6859,321.6458,327.2038
215.7298,305.4006,299.6859,321.6458,327.2038
215.7298,305.4006,299.6859,321.6458,327.2038
215.2556,305.0419,299.9544,313.5435,321.704
214.5652,304.4539,300.7251,306.1512,317.8185
213.772,303.7405,301.6548,299.0464,314.6025
213.772,303.7405,301.6548,299.0464,314.6025
212.9936,303.0177,302.4354,292.1297,311.866
212.3026,302.3651,302.9258,285.511,309.5022
212.3026,302.3651,302.9258,285.511,309.5022
212.3026,302.3651,302.9258,285.511,309.5022
211.353,301.5351,303.4395,292.1747,312.2949
209.4296,299.6936,303.2533,305.4207,318.9218
207.5294,297.8051,302.0391,319.6078,329.4948
207.6838,297.6859,299.9725,312.5237,329.1187
208.7771,298.6783,298.3319,305.2726,323.4706
210.1319,299.9419,296.8199,306.2751,320.6446
210.1319,299.9419,296.8199,306.2751,320.6446
210.1319,299.9419,296.8199,306.2751,320.6446
210.6748,300.4161,295.7375,311.8139,322.4262
210.6748,300.4161,295.7375,311.8139,322.4262
210.9936,300.684,294.9013,317.0074,324.4772
210.9936,300.684,294.9013,317.0074,324.4772
210.9936,300.684,294.9013,317.0074,324.4772
211.05,300.723,294.5049,321.9281,326.843
211.05,300.723,294.5049,321.9281,326.843
210.8719,300.5558,294.5401,326.6465,329.4444
210.8719,300.5558,294.5401,326.6465,329.4444
210.8719,300.5558,294.5401,326.6465,329.4444
210.0153,299.8676,295.2507,329.1753,331.7553
210.0153,299.8676,295.2507,329.1753,331.7553
210.0153,299.8676,295.2507,329.1753,331.7553
208.9829,298.9337,296.2836,330.8353,333.6505
208.9829,298.9337,296.2836,330.8353,333.6505
208.9829,298.9337,296.2836,330.8353,333.6505
208.9829,298.9337,296.2836,330.8353,333.6505
207.886,297.9046,297.3255,332.767,335.5277
207.886,297.9046,297.3255,332.767,335.5277
206.8384,296.9154,298.2032,335.5641,337.6537
206.8384,296.9154,298.2032,335.5641,337.6537
206.8384,296.9154,298.2032,335.5641,337.6537
205.9411,296.0695,298.8351,339.3106,340.1479
205.6796,295.799,299.0926,333.4221,338.8615
205.6796,295.799,299.0926,333.4221,338.8615
205.7919,295.9151,299.0302,328.7563,338.307
205.7919,295.9151,299.0302,328.7563,338.307
205.7919,295.9151,299.0302,328.7563,338.307
206.2446,296.3353,298.7918,324.7541,337.6507
206.2446,296.3353,298.7918,324.7541,337.6507
206.2446,296.3353,298.7918,324.7541,337.6507
206.9287,296.9648,298.5109,320.7482,336.5066
206.9287,296.9648,298.5109,320.7482,336.5066
206.9287,296.9648,298.5109,320.7482,336.5066
207.7316,297.7155,298.2758,316.4607,334.7501
207.7316,297.7155,298.2758,316.4607,334.7501
207.7316,297.7155,298.2758,316.4607,334.7501
208.6621,298.5327,297.5717,321.95,338.122
208.6621,298.5327,297.5717,321.95,338.122
209.5535,299.3401,297.0158,326.1725,340.3307
209.5535,299.3401,297.0158,326.1725,340.3307
210.324,300.0733,296.7436,329.9288,341.7321
210.324,300.0733,296.7436,329.9288,341.7321
210.9578,300.7007,296.761,333.6399,342.658
210.9578,300.7007,296.761,333.6399,342.658
210.9578,300.7007,296.761,333.6399,342.658
211.4734,301.2274,297.0828,337.4445,343.0955
211.4734,301.2274,297.0828,337.4445,343.0955
211.1612,301.1253,298.1174,341.0802,344.3128
211.1612,301.1253,298.1174,341.0802,344.3128
211.1612,301.1253,298.1174,341.0802,344.3128
210.6174,300.6738,299.2989,344.8436,346.4088
210.6174,300.6738,299.2989,344.8436,346.4088
210.6174,300.6738,299.2989,344.8436,346.4088
210.6174,300.6738,299.2989,344.8436,346.4088
209.9129,300.0193,300.4455,349.0067,349.3122
209.9129,300.0193,300.4455,349.0067,349.3122
209.9129,300.0193,300.4455,349.0067,349.3122
209.1676,299.3174,301.4659,353.6403,353.1045
209.1676,299.3174,301.4659,353.6403,353.1045
209.1676,299.3174,301.4659,353.6403,353.1045
208.4981,298.6898,302.2556,358.6069,357.8802
208.4981,298.6898,302.2556,358.6069,357.8802
208.4981,298.6898,302.2556,358.6069,357.8802
208.5277,298.6723,302.3978,354.7564,359.3162
208.5277,298.6723,302.3978,354.7564,359.3162
208.9366,299.0388,302.1735,351.6774,0.2293902
209.6065,299.6591,301.7818,348.7309,0.555935
210.3842,300.3895,301.3731,345.5216,0.09542853
211.1571,301.119,301.0517,341.8788,358.8489
212.0854,301.9025,300.7271,346.9902,2.437183
212.9067,302.6332,300.5404,351.431,5.309305
213.5903,303.2599,300.6234,355.7259,7.745896
214.1237,303.7592,300.9856,0.1754118,9.885426
214.522,304.1465,301.5813,4.838926,11.61451
214.9851,304.6972,303.2689,15.2166,13.34831
214.9851,304.6972,303.2689,15.2166,13.34831
215.2568,305.0337,304.1424,20.87885,12.81157
215.2568,305.0337,304.1424,20.87885,12.81157
215.6429,305.4934,305.0112,26.8733,11.01333
216.1868,306.1069,305.8809,33.16619,7.656063
216.486,306.6192,306.6974,28.77384,1.075528
216.486,306.6192,306.6974,28.77384,1.075528
216.7973,307.0495,307.3746,23.25905,353.4837
216.7973,307.0495,307.3746,23.25905,353.4837
217.1584,307.4771,308.0056,16.72564,345.9012
217.5726,307.962,308.6557,9.483487,338.9895
218.064,308.5328,309.3226,2.098698,333.061
218.064,308.5328,309.3226,2.098698,333.061
219.1319,309.4396,309.8784,7.902499,328.0846
219.1319,309.4396,309.8784,7.902499,328.0846
220.3822,310.5227,310.6255,14.46314,321.9116
221.6578,311.6698,311.5782,21.22422,315.2328
221.6578,311.6698,311.5782,21.22422,315.2328
221.6578,311.6698,311.5782,21.22422,315.2328
222.8715,312.8051,312.6373,27.73338,308.7278
222.8715,312.8051,312.6373,27.73338,308.7278
223.9865,313.8853,313.71,33.64204,303.0949
223.9865,313.8853,313.71,33.64204,303.0949
225.0764,314.8739,314.7262,28.08691,298.2183
225.9115,315.6516,315.5335,23.02533,294.3419
226.5936,316.281,316.2013,18.4967,291.8271
227.2017,316.8357,316.7879,14.19974,290.2619
227.7771,317.3674,317.3412,9.922705,289.3801
227.7978,317.5189,317.5012,13.07997,288.8965
227.7978,317.5189,317.5012,13.07997,288.8965
227.9142,317.6738,317.6671,17.87926,290.2954
227.9142,317.6738,317.6671,17.87926,290.2954
227.9142,317.6738,317.6671,17.87926,290.2954
228.0805,317.8596,317.8608,23.28741,293.0506
228.0805,317.8596,317.8608,23.28741,293.0506
228.2511,318.051,318.0599,29.38049,296.7946
228.2511,318.051,318.0599,29.38049,296.7946
228.3852,318.2065,318.2252,36.04298,301.1562
228.3852,318.2065,318.2252,36.04298,301.1562
228.3852,318.2065,318.2252,36.04298,301.1562
228.133,318.2887,318.311,32.50511,305.187
228.133,318.2887,318.311,32.50511,305.187
227.901,318.3319,318.3052,27.72998,311.6197
227.901,318.3319,318.3052,27.72998,311.6197
227.901,318.3319,318.3052,27.72998,311.6197
227.901,318.3319,318.3052,27.72998,311.6197
227.6304,318.2368,318.1447,22.25567,319.4651
227.6304,318.2368,318.1447,22.25567,319.4651
227.6304,318.2368,318.1447,22.25567,319.4651
227.2243,317.9282,317.7957,16.72415,327.5866
227.2243,317.9282,317.7957,16.72415,327.5866
227.2243,317.9282,317.7957,16.72415,327.5866
226.6811,317.4203,317.2778,11.59191,335.6684
226.6811,317.4203,317.2778,11.59191,335.6684
226.6811,317.4203,317.2778,11.59191,335.6684
227.2532,317.3073,317.2443,6.954005,340.4775
227.2532,317.3073,317.2443,6.954005,340.4775
227.2532,317.3073,317.2443,6.954005,340.4775
227.2532,317.3073,317.2443,6.954005,340.4775
227.7114,317.2751,317.3632,2.008793,343.5995
227.7114,317.2751,317.3632,2.008793,343.5995
227.7114,317.2751,317.3632,2.008793,343.5995
228.0668,317.3745,317.5244,356.8251,345.7294
228.0668,317.3745,317.5244,356.8251,345.7294
228.0668,317.3745,317.5244,356.8251,345.7294
228.3151,317.5736,317.6945,351.5538,347.0431
228.3151,317.5736,317.6945,351.5538,347.0431
228.4883,317.8229,317.8806,346.1914,347.5586
228.4883,317.8229,317.8806,346.1914,347.5586
228.4883,317.8229,317.8806,346.1914,347.5586
228.4263,318.0369,318.104,342.93,348.4843
228.4263,318.0369,318.104,342.93,348.4843
228.4876,318.2367,318.2747,340.0708,349.5121
228.4876,318.2367,318.2747,340.0708,349.5121
228.4876,318.2367,318.2747,340.0708,349.5121
228.4876,318.2367,318.2747,340.0708,349.5121
228.5603,318.3687,318.3938,337.4221,350.4128
228.5603,318.3687,318.3938,337.4221,350.4128
228.6525,318.4695,318.5022,334.9368,351.2556
228.6525,318.4695,318.5022,334.9368,351.2556
228.6525,318.4695,318.5022,334.9368,351.2556
228.7813,318.5808,318.6293,332.6201,352.1285
228.7813,318.5808,318.6293,332.6201,352.1285
228.7813,318.5808,318.6293,332.6201,352.1285
228.6013,318.4094,318.3708,334.6391,354.182
228.6013,318.4094,318.3708,334.6391,354.182
228.6013,318.4094,318.3708,334.6391,354.182
228.6013,318.4094,318.3708,334.6391,354.182
228.3541,318.2125,318.1893,337.9057,357.208
228.3541,318.2125,318.1893,337.9057,357.208
228.3541,318.2125,318.1893,337.9057,357.208
228.2666,318.1241,318.1672,341.5728,0.8455128
228.2666,318.1241,318.1672,341.5728,0.8455128
228.2666,318.1241,318.1672,341.5728,0.8455128
228.2666,318.1241,318.1672,341.5728,0.8455128
228.3258,318.146,318.2563,345.493,4.85583
228.3258,318.146,318.2563,345.493,4.85583
228.3258,318.146,318.2563,345.493,4.85583
228.4649,318.2514,318.4026,349.5487,9.061147
228.4649,318.2514,318.4026,349.5487,9.061147
228.4649,318.2514,318.4026,349.5487,9.061147
228.4649,318.2514,318.4026,349.5487,9.061147
228.1934,318.3972,318.3477,348.6661,13.99286
228.1934,318.3972,318.3477,348.6661,13.99286
228.1934,318.3972,318.3477,348.6661,13.99286
227.9465,318.5356,318.2654,347.1335,18.98645
227.9465,318.5356,318.2654,347.1335,18.98645
227.9465,318.5356,318.2654,347.1335,18.98645
227.9465,318.5356,318.2654,347.1335,18.98645
227.8029,318.6026,318.2299,345.299,23.96006
227.8029,318.6026,318.2299,345.299,23.96006
227.8029,318.6026,318.2299,345.299,23.96006
227.8029,318.6026,318.2299,345.299,23.96006
227.7318,318.5739,318.2192,343.0765,28.81962
227.7318,318.5739,318.2192,343.0765,28.81962
227.7318,318.5739,318.2192,343.0765,28.81962
227.6762,318.4582,318.188,340.5782,33.55143
227.6762,318.4582,318.188,340.5782,33.55143
227.6762,318.4582,318.188,340.5782,33.55143
228.1843,318.5056,318.47,339.3252,37.31275
228.1843,318.5056,318.47,339.3252,37.31275
228.1843,318.5056,318.47,339.3252,37.31275
228.8175,318.6501,318.7159,338.1602,39.92233
228.8175,318.6501,318.7159,338.1602,39.92233
228.8175,318.6501,318.7159,338.1602,39.92233
228.8175,318.6501,318.7159,338.1602,39.92233
229.2422,318.8121,318.906,336.7616,41.92365
229.2422,318.8121,318.906,336.7616,41.92365
229.2422,318.8121,318.906,336.7616,41.92365
229.4465,318.9642,319.0574,335.0883,43.53056
229.4465,318.9642,319.0574,335.0883,43.53056
229.4465,318.9642,319.0574,335.0883,43.53056
229.4465,318.9642,319.0574,335.0883,43.53056
229.5324,319.1033,319.1895,333.1247,44.73376
229.5324,319.1033,319.1895,333.1247,44.73376
229.5324,319.1033,319.1895,333.1247,44.73376
229.6991,319.3724,319.38,328.5304,44.6296
229.6991,319.3724,319.38,328.5304,44.6296
229.6991,319.3724,319.38,328.5304,44.6296
229.782,319.6563,319.6218,323.7308,44.00499
229.782,319.6563,319.6218,323.7308,44.00499
229.782,319.6563,319.6218,323.7308,44.00499
229.988,319.9838,319.9402,318.6217,42.75474
229.988,319.9838,319.9402,318.6217,42.75474
229.988,319.9838,319.9402,318.6217,42.75474
230.3287,320.3496,320.3172,313.1677,40.73548
230.3287,320.3496,320.3172,313.1677,40.73548
230.3287,320.3496,320.3172,313.1677,40.73548
230.7504,320.7455,320.7298,307.4852,37.7921
230.7504,320.7455,320.7298,307.4852,37.7921
230.7504,320.7455,320.7298,307.4852,37.7921
230.7504,320.7455,320.7298,307.4852,37.7921
230.2995,320.5919,320.5783,308.0762,38.70238
230.2995,320.5919,320.5783,308.0762,38.70238
230.2995,320.5919,320.5783,308.0762,38.70238
229.8906,320.2886,320.2695,310.1467,40.14825
229.8906,320.2886,320.2695,310.1467,40.14825
229.8906,320.2886,320.2695,310.1467,40.14825
229.8906,320.2886,320.2695,310.1467,40.14825
229.4951,319.9263,319.899,313.5197,41.73059
229.4951,319.9263,319.899,313.5197,41.73059
229.4951,319.9263,319.899,313.5197,41.73059
229.1308,319.5662,319.5349,318.0887,43.06407
229.1308,319.5662,319.5349,318.0887,43.06407
229.1308,319.5662,319.5349,318.0887,43.06407
229.1308,319.5662,319.5349,318.0887,43.06407
228.8237,319.243,319.2187,323.4212,43.86354
228.8237,319.243,319.2187,323.4212,43.86354
228.8237,319.243,319.2187,323.4212,43.86354
229.1285,319.2034,319.1849,327.7648,44.37937
229.1285,319.2034,319.1849,327.7648,44.37937
229.1285,319.2034,319.1849,327.7648,44.37937
229.1285,319.2034,319.1849,327.7648,44.37937
229.3211,319.2078,319.2473,331.6511,45.23006
229.3211,319.2078,319.2473,331.6511,45.23006
229.3211,319.2078,319.2473,331.6511,45.23006
229.4495,319.2565,319.3338,335.1753,46.44602
229.4495,319.2565,319.3338,335.1753,46.44602
229.4495,319.2565,319.3338,335.1753,46.44602
229.4495,319.2565,319.3338,335.1753,46.44602
229.5316,319.3367,319.4121,338.4392,48.0216
229.5316,319.3367,319.4121,338.4392,48.0216
229.5316,319.3367,319.4121,338.4392,48.0216
229.587,319.4373,319.4898,341.5724,49.97882
229.587,319.4373,319.4898,341.5724,49.97882
229.3085,319.5404,319.4765,339.8103,51.0733
229.3085,319.5404,319.4765,339.8103,51.0733
229.3085,319.5404,319.4765,339.8103,51.0733
229.1105,319.6603,319.5201,338.0717,52.11501
229.1105,319.6603,319.5201,338.0717,52.11501
229.1105,319.6603,319.5201,338.0717,52.11501
229.1105,319.6603,319.5201,338.0717,52.11501
229.0023,319.6936,319.5628,335.9268,52.39748
229.0023,319.6936,319.5628,335.9268,52.39748
229.0023,319.6936,319.5628,335.9268,52.39748
228.9359,319.6141,319.5458,333.3302,51.58845
228.9359,319.6141,319.5458,333.3302,51.58845
228.9359,319.6141,319.5458,333.3302,51.58845
228.9359,319.6141,319.5458,333.3302,51.58845
228.8606,319.4564,319.4613,330.3972,49.96608
228.8606,319.4564,319.4613,330.3972,49.96608
228.8606,319.4564,319.4613,330.3972,49.96608
229.6225,319.5504,319.5828,333.2713,49.49259
229.6225,319.5504,319.5828,333.2713,49.49259
229.6225,319.5504,319.5828,333.2713,49.49259
230.3249,319.7053,319.6543,335.4557,48.89995
230.3249,319.7053,319.6543,335.4557,48.89995
230.6922,319.8214,319.6589,337.9625,48.37154
230.6922,319.8214,319.6589,337.9625,48.37154
230.6922,319.8214,319.6589,337.9625,48.37154
230.7671,319.8875,319.6568,340.554,47.68243
230.7671,319.8875,319.6568,340.554,47.68243
230.7671,319.8875,319.6568,340.554,47.68243
230.7671,319.8875,319.6568,340.554,47.68243
230.6895,319.9174,319.6669,343.5808,47.05127
230.6895,319.9174,319.6669,343.5808,47.05127
230.6895,319.9174,319.6669,343.5808,47.05127
230.6895,319.9174,319.6669,343.5808,47.05127
229.7996,319.644,319.5468,340.0761,44.19183
229.7996,319.644,319.5468,340.0761,44.19183
229.7996,319.644,319.5468,340.0761,44.19183
229.0103,319.3445,319.5146,337.2664,41.87383
228.4982,319.0797,319.4964,334.5315,39.46726
228.4982,319.0797,319.4964,334.5315,39.46726
228.4982,319.0797,319.4964,334.5315,39.46726
228.2178,318.8642,319.4612,331.5755,36.71306
228.0648,318.6886,319.415,328.5129,33.70988
228.0648,318.6886,319.415,328.5129,33.70988
227.6631,318.4291,319.4626,324.9611,30.02478
227.6631,318.4291,319.4626,324.9611,30.02478
227.3383,318.179,319.5517,320.5815,25.14517
227.3383,318.179,319.5517,320.5815,25.14517
227.1083,317.9559,319.5923,315.767,19.63542
227.1083,317.9559,319.5923,315.767,19.63542
226.9127,317.7423,319.5707,310.8309,13.76513
226.7046,317.5168,319.5054,305.9004,7.632488
227.7162,317.8964,318.6115,310.6154,9.566751
227.7162,317.8964,318.6115,310.6154,9.566751
228.6658,318.319,317.5887,316.6348,12.34074
228.6658,318.319,317.5887,316.6348,12.34074
229.559,318.655,316.2331,328.5106,18.25287
229.5395,318.5355,315.8297,333.9334,21.57878
229.0279,318.1802,315.7932,339.5257,25.75584
228.4503,317.7392,315.8217,345.1863,30.56157
228.4503,317.7392,315.8217,345.1863,30.56157
227.9019,317.2986,315.8398,351.1051,35.93715
227.9019,317.2986,315.8398,351.1051,35.93715
227.4308,316.9339,315.8985,357.3409,41.71482
227.3757,316.8644,316.0407,2.188134,48.01191
228.3636,317.6241,316.4359,356.9514,44.68837
228.8812,318.0659,316.7284,353.0765,41.70243
229.3643,318.495,317.037,348.5338,38.14488
229.3643,318.495,317.037,348.5338,38.14488
229.1137,318.4977,317.2616,343.3409,34.53107
228.7728,318.3613,317.474,338.0171,30.75241
228.4457,318.1965,317.6265,332.9799,26.82668
228.2051,318.0771,317.743,328.4362,22.79864
228.2051,318.0771,317.743,328.4362,22.79864
228.0822,318.0314,317.8376,324.372,18.65764
228.6354,318.3186,317.9217,326.1921,17.82225
228.6354,318.3186,317.9217,326.1921,17.82225
229.2389,318.6953,317.999,329.2158,17.12654
229.2389,318.6953,317.999,329.2158,17.12654
229.7858,319.0673,318.1763,332.3058,16.03059
230.2088,319.3786,318.4265,335.538,14.65462
230.5022,319.6255,318.7178,338.9436,12.93252
230.5022,319.6255,318.7178,338.9436,12.93252
229.6299,319.3877,319.049,334.6552,7.967429
229.6299,319.3877,319.049,334.6552,7.967429
228.7688,319.0723,319.2864,329.6141,3.091238
228.7688,319.0723,319.2864,329.6141,3.091238
228.1851,318.8445,319.3875,324.4031,358.4906
228.1851,318.8445,319.3875,324.4031,358.4906
227.942,318.7835,319.4431,319.2075,354.1834
227.942,318.7835,319.4431,319.2075,354.1834
227.9739,318.8716,319.508,314.2127,350.1029
228.0164,318.9389,319.5756,311.0182,346.9482
228.0539,318.9852,319.5816,308.9503,344.4698
228.0539,318.9852,319.5816,308.9503,344.4698
228.0907,318.9978,319.5273,307.6771,342.5539
228.0907,318.9978,319.5273,307.6771,342.5539
228.0854,318.9478,319.4054,307.0151,341.1443
227.9945,318.8122,319.2077,306.8407,340.2021
227.9945,318.8122,319.2077,306.8407,340.2021
228.4246,318.8982,319.1491,311.9001,341.3683
228.6685,318.9131,319.05,317.7108,342.9099
228.6685,318.9131,319.05,317.7108,342.9099
228.7211,318.8321,318.9159,323.5995,344.6384
228.7211,318.8321,318.9159,323.5995,344.6384
228.6378,318.6905,318.7571,329.4839,346.5343
228.6378,318.6905,318.7571,329.4839,346.5343
228.4915,318.5391,318.6012,335.3684,348.587
228.4915,318.5391,318.6012,335.3684,348.587
228.2233,318.4206,318.495,333.681,349.9591
228.2233,318.4206,318.495,333.681,349.9591
228.0195,318.3219,318.4193,328.0151,350.3619
228.0195,318.3219,318.4193,328.0151,350.3619
228.0195,318.3219,318.4193,328.0151,350.3619
227.8902,318.2409,318.366,322.0497,350.3932
227.8902,318.2409,318.366,322.0497,350.3932
227.8399,318.2108,318.365,316.0968,350.0894
227.8399,318.2108,318.365,316.0968,350.0894
227.8704,318.2499,318.4337,310.2444,349.3214
227.8704,318.2499,318.4337,310.2444,349.3214
228.4367,318.483,318.498,306.1153,348.566
228.4367,318.483,318.498,306.1153,348.566
229.1826,318.8514,318.6573,301.7081,346.6453
229.1826,318.8514,318.6573,301.7081,346.6453
229.1826,318.8514,318.6573,301.7081,346.6453
229.8024,319.2516,318.9231,296.957,343.716
229.8024,319.2516,318.9231,296.957,343.716
229.8024,319.2516,318.9231,296.957,343.716
229.8024,319.2516,318.9231,296.957,343.716
230.2366,319.6287,319.2561,291.75,339.8563
230.2366,319.6287,319.2561,291.75,339.8563
230.5443,319.9666,319.6043,286.0244,335.0856
230.5443,319.9666,319.6043,286.0244,335.0856
230.5443,319.9666,319.6043,286.0244,335.0856
230.5443,319.9666,319.6043,286.0244,335.0856
229.6944,319.7176,319.7281,284.0512,334.0446
229.6944,319.7176,319.7281,284.0512,334.0446
229.6944,319.7176,319.7281,284.0512,334.0446
229.6944,319.7176,319.7281,284.0512,334.0446
228.6904,319.228,319.5496,284.2105,335.2901
228.6904,319.228,319.5496,284.2105,335.2901
227.8746,318.6908,319.1755,285.8381,338.0798
227.8746,318.6908,319.1755,285.8381,338.0798
227.8746,318.6908,319.1755,285.8381,338.0798
227.2579,318.1751,318.7181,288.9702,342.3399
227.2579,318.1751,318.7181,288.9702,342.3399
227.2579,318.1751,318.7181,288.9702,342.3399
226.762,317.6914,318.2403,293.3645,347.6816
226.762,317.6914,318.2403,293.3645,347.6816
226.762,317.6914,318.2403,293.3645,347.6816
227.3642,317.8039,318.184,291.379,346.3124
227.3642,317.8039,318.184,291.379,346.3124
227.3642,317.8039,318.184,291.379,346.3124
227.3642,317.8039,318.184,291.379,346.3124
228.0971,318.1675,318.3376,289.4811,344.2812
228.0971,318.1675,318.3376,289.4811,344.2812
228.0971,318.1675,318.3376,289.4811,344.2812
228.7517,318.6264,318.6479,286.5353,340.687
228.7517,318.6264,318.6479,286.5353,340.687
228.7517,318.6264,318.6479,286.5353,340.687
229.3101,319.1049,319.038,282.0661,335.0604
229.3101,319.1049,319.038,282.0661,335.0604
229.3101,319.1049,319.038,282.0661,335.0604
229.3101,319.1049,319.038,282.0661,335.0604
229.3101,319.1049,319.038,282.0661,335.0604
229.7957,319.5695,319.4464,276.3435,327.6268
229.7957,319.5695,319.4464,276.3435,327.6268
229.7957,319.5695,319.4464,276.3435,327.6268
229.7957,319.5695,319.4464,276.3435,327.6268
229.3314,319.5656,319.7738,269.4702,318.7686
229.3314,319.5656,319.7738,269.4702,318.7686
229.3314,319.5656,319.7738,269.4702,318.7686
229.3314,319.5656,319.7738,269.4702,318.7686
228.9073,319.4528,320.1009,262.5469,309.6647
228.9073,319.4528,320.1009,262.5469,309.6647
228.9073,319.4528,320.1009,262.5469,309.6647
228.9073,319.4528,320.1009,262.5469,309.6647
228.6086,319.3194,320.2955,256.1421,301.1543
228.6086,319.3194,320.2955,256.1421,301.1543
228.6086,319.3194,320.2955,256.1421,301.1543
228.6086,319.3194,320.2955,256.1421,301.1543
228.4151,319.1976,320.3753,250.4384,293.6258
228.4151,319.1976,320.3753,250.4384,293.6258
228.4151,319.1976,320.3753,250.4384,293.6258
228.2859,319.0886,320.3818,245.303,287.0193
228.2859,319.0886,320.3818,245.303,287.0193
228.2859,319.0886,320.3818,245.303,287.0193
228.2859,319.0886,320.3818,245.303,287.0193
228.2859,319.0886,320.3818,245.303,287.0193
229.3827,319.5257,319.8687,248.5965,290.1902
229.3827,319.5257,319.8687,248.5965,290.1902
229.3827,319.5257,319.8687,248.5965,290.1902
230.3842,319.9518,319.2354,252.235,293.963
230.3842,319.9518,319.2354,252.235,293.963
230.3842,319.9518,319.2354,252.235,293.963
230.3842,319.9518,319.2354,252.235,293.963
231.0068,320.2232,318.7609,255.7592,297.6434
231.0068,320.2232,318.7609,255.7592,297.6434
231.0068,320.2232,318.7609,255.7592,297.6434
231.2639,320.3188,318.429,258.9447,301.0991
231.2639,320.3188,318.429,258.9447,301.0991
231.2639,320.3188,318.429,258.9447,301.0991
231.2593,320.2662,318.1758,261.7714,304.4251
231.2593,320.2662,318.1758,261.7714,304.4251
231.2593,320.2662,318.1758,261.7714,304.4251
230.2891,319.7053,318.1451,264.5794,308.194
230.2891,319.7053,318.1451,264.5794,308.194
230.2891,319.7053,318.1451,264.5794,308.194
229.1586,318.9153,318.0721,267.7612,313.0117
229.1586,318.9153,318.0721,267.7612,313.0117
229.1586,318.9153,318.0721,267.7612,313.0117
